Building ID,Max Height,Min Height,Avg Height,Stddev Height,Num Points,Avg Height Diff
2514,9.77299976348877,3.0390000343322754,4.384581565856934,2.452029228210449,55,-7.346837043762207
18378,18.358999252319336,-0.15600000321865082,8.542380332946777,5.313612461090088,29638,-10.898606300354004
2437,17.930999755859375,-0.09399999678134918,8.365082740783691,5.297119140625,27318,-8.678433418273926
2518,21.42300033569336,-0.020999999716877937,10.29366397857666,6.526852607727051,22790,-9.526286125183105
18320,21.569000244140625,0.4790000021457672,12.316433906555176,3.4312798976898193,2294,-6.418887138366699
18354,18.93000030517578,-0.003000000026077032,9.503286361694336,6.200727939605713,25785,-10.995813369750977
18315,18.959999084472656,-0.028999999165534973,11.130108833312988,5.952447414398193,18987,-13.499363899230957
18372,23.475000381469727,0.23399999737739563,11.960345268249512,6.059871196746826,18502,-18.994998931884766
18344,22.81599998474121,-1.7589999437332153,13.076297760009766,5.582327365875244,18133,-25.96075439453125
18318,19.783000946044922,-0.009999999776482582,10.097257614135742,4.907976150512695,19424,-10.575284957885742
18358,16.961000442504883,0.014999999664723873,9.56789493560791,5.190591335296631,16697,-2.6718406677246094
18366,25.67799949645996,-0.1509999930858612,11.014851570129395,6.383450031280518,45118,-12.369193077087402
18333,18.87700080871582,-0.006000000052154064,9.464381217956543,4.878632545471191,24059,-19.485637664794922
2485,25.628000259399414,-0.17399999499320984,10.607315063476562,6.32331657409668,25467,-7.467800140380859
18325,19.85700035095215,-0.14000000059604645,9.821928024291992,6.229813098907471,25293,-14.298654556274414
18343,11.468000411987305,0.6340000033378601,4.573368549346924,1.2456305027008057,1414,-5.2500176429748535
18335,22.878999710083008,0.40400001406669617,6.557616710662842,2.3502848148345947,1453,-4.022531986236572
18370,18.676000595092773,0.10000000149011612,8.972423553466797,5.459574222564697,22645,-4.927131652832031
18317,21.301000595092773,0.03799999877810478,9.826327323913574,6.0732550621032715,26377,-10.72292423248291
18362,23.711000442504883,-0.11999999731779099,10.10222053527832,6.5726141929626465,24075,-14.109033584594727
18342,21.256000518798828,0.04100000113248825,9.698990821838379,5.5767741203308105,48981,-14.178061485290527
