Building ID,Max Height,Min Height,Avg Height,Stddev Height,Num Points,Avg Height Diff,Difference,Frequency
v0.1-NLD.9.4_1-31606,16.78700066,13.97900009,14.80127239,1.136512995,22,-1.886527061,-15,2
v0.1-NLD.9.4_1-9455,16.77099991,16.17900085,16.31257439,0.172159776,21,0.226774216,-13,1
v0.1-NLD.9.4_1-8828,16.85199928,16.84900093,16.85050011,0.001499176,4,0.17140007,-11,6
v0.1-NLD.9.4_1-10235,16.6989994,13.01399994,13.68934822,1.23429966,23,-1.567051888,-9,2
v0.1-NLD.9.4_1-58353,16.38500023,11.88399982,14.51896381,1.294759989,80,-0.72333622,-7,16
v0.1-NLD.9.4_1-53252,13.01000023,9.583000183,11.48313046,1.134897351,69,-0.225669861,-5,67
v0.1-NLD.9.4_1-142291,16.93199921,12.51599979,14.06826591,1.505807996,210,-0.690434456,-3,296
v0.1-NLD.9.4_1-126294,13.95100021,9.552000046,11.29321289,1.449351072,245,-0.412187576,-1,927
v0.1-NLD.9.4_1-111923,16.94599915,12.54199982,14.25293255,1.459679723,238,-0.484767914,1,9267
v0.1-NLD.9.4_1-149604,13.40999985,12.4659996,12.57434559,0.116409399,78,0.331245422,3,784
v0.1-NLD.9.4_1-39819,2.801000118,2.719000101,2.754724264,0.018481862,29,0.235574245,5,290
v0.1-NLD.9.4_1-165538,2.819000006,2.737999916,2.774605989,0.020622041,33,0.210536003,7,177
v0.1-NLD.9.4_1-126960,13.86800003,10,12.60329056,0.332969785,193,0.280290604,9,129
v0.1-NLD.9.4_1-79804,13.81299973,11.79399967,12.8311348,0.401603967,275,0.612534523,11,109
v0.1-NLD.9.4_1-82428,11.74300003,0.643999994,4.611999989,3.576365232,58,2.090919971,13,84
v0.1-NLD.9.4_1-142425,16.75699997,2.789999962,8.159765244,5.532862186,64,5.47337532,15,42
v0.1-NLD.9.4_1-98017,4.980000019,2.586999893,2.748833418,0.541459441,18,0.266613483,inf,30
v0.1-NLD.9.4_1-120835,16.54500008,11.06499958,15.08323383,0.994327664,179,-0.215366364,,
v0.1-NLD.9.4_1-127625,2.671000004,2.601999998,2.639689207,0.022565,29,0.141969204,,
v0.1-NLD.9.4_1-112427,6.076000214,2.628000021,3.697448254,1.410585046,29,1.188438177,,
v0.1-NLD.9.4_1-4730,16.67900085,11.78199959,14.95688057,1.141278625,268,-0.244519234,,
v0.1-NLD.9.4_1-92764,5.522999763,2.657000065,2.946071148,0.734733105,28,0.51209116,,
v0.1-NLD.9.4_1-106113,16.47299957,10.14599991,14.9529705,1.089398623,297,-0.2647295,,
v0.1-NLD.9.4_1-3443,16.54700089,12.51900005,14.88890553,1.137698889,297,-0.26839447,,
v0.1-NLD.9.4_1-85915,5.433000088,2.684999943,3.015296459,0.753937364,27,0.608976364,,
v0.1-NLD.9.4_1-90768,16.4659996,12.83899975,15.32188511,0.512557447,268,0.179585457,,
v0.1-NLD.9.4_1-45717,13.61100006,9.664999962,12.17476368,0.920182347,118,-0.069436073,,
v0.1-NLD.9.4_1-147075,6.418000221,2.526000023,3.948411942,1.237046242,17,1.741341829,,
v0.1-NLD.9.4_1-35791,14.51799965,10.69999981,12.39221382,1.315411091,225,-0.56408596,,
v0.1-NLD.9.4_1-161504,8.309000015,2.526000023,6.816466331,1.43469584,15,4.7029562,,
v0.1-NLD.9.4_1-114416,7.109000206,0.368999988,2.784794092,1.200353265,34,0.242304087,,
v0.1-NLD.9.4_1-59008,13.72399998,9.661000252,11.77448082,1.264203787,312,-0.501519203,,
v0.1-NLD.9.4_1-118952,2.989000082,2.723999977,2.764709711,0.045787178,31,0.202629805,,
v0.1-NLD.9.4_1-28248,15.59200001,7.563000202,12.13845539,2.731221914,22,9.515595436,,
v0.1-NLD.9.4_1-26223,13.52000046,9.755000114,12.15470219,0.927294195,131,-0.032497406,,
v0.1-NLD.9.4_1-160577,10.44400024,2.576999903,3.333363295,2.083120108,44,0.940623283,,
v0.1-NLD.9.4_1-149711,13.62899971,12.38000011,12.51848125,0.186850592,220,0.403981209,,
v0.1-NLD.9.4_1-151090,13.75800037,9.822999954,12.19905758,1.013247371,245,-0.025742531,,
v0.1-NLD.9.4_1-128294,2.627000093,2.520999908,2.566083193,0.035778154,24,0.248803139,,
v0.1-NLD.9.4_1-3444,2.809000015,2.700999975,2.772499561,0.018923433,26,0.433689594,,
v0.1-NLD.9.4_1-3444,,,,,0,,,
v0.1-NLD.9.4_1-159994,13.02999973,9.692000389,12.08123398,1.267807484,107,-0.211465836,,
v0.1-NLD.9.4_1-138333,13.73200035,2.121000051,10.24983692,3.434745073,55,7.630927086,,
v0.1-NLD.9.4_1-157233,16.67399979,13.02200031,14.81968784,1.221289635,266,-0.526812553,,
v0.1-NLD.9.4_1-100057,17.14299965,14.19999981,15.91741085,1.119799495,358,-0.654789925,,
v0.1-NLD.9.4_1-13599,14.05000019,9.68900013,11.77110577,1.445750952,275,-0.5344944,,
v0.1-NLD.9.4_1-113850,13.5,2.604000092,5.020672798,2.972380877,104,2.38810277,,
v0.1-NLD.9.4_1-34778,14.35499954,6.611000061,11.04970837,2.240118027,24,8.801387787,,
v0.1-NLD.9.4_1-99445,17.16799927,12.39999962,14.86637974,1.134200811,272,-0.608320236,,
v0.1-NLD.9.4_1-135783,14.98400021,10.38199997,13.49352264,1.122800112,23,11.22329235,,
v0.1-NLD.9.4_1-120286,13.68700027,9.710000038,12.12233639,0.996082723,267,0.001336098,,
v0.1-NLD.9.4_1-164831,5.625999928,2.598999977,2.77193141,0.520726204,58,0.364981413,,
v0.1-NLD.9.4_1-46418,13.86200047,12.43099976,12.58941174,0.227016345,297,0.419812202,,
v0.1-NLD.9.4_1-20283,10.15299988,0.280999988,2.264849901,2.795469046,20,0.545509934,,
v0.1-NLD.9.4_1-127524,13.73999977,9.817000389,12.16934967,1.052335858,269,-0.078850746,,
v0.1-NLD.9.4_1-35922,13.49199963,2.52699995,5.629143238,4.059448719,42,3.066793203,,
v0.1-NLD.9.4_1-14820,12.77799988,2.540999889,8.315199852,2.872797012,25,5.73443985,,
v0.1-NLD.9.4_1-66804,13.58699989,9.786999702,12.13433743,0.960802317,275,-0.024162292,,
v0.1-NLD.9.4_1-132186,16.15500069,10.44999981,14.23338223,1.315125346,34,11.63242245,,
v0.1-NLD.9.4_1-49087,3.898999929,2.686000109,2.740051746,0.15681313,58,0.319871664,,
v0.1-NLD.9.4_1-168041,18.62800026,12.53199959,15.18691826,1.379663587,257,-0.946182251,,
v0.1-NLD.9.4_1-86526,17.96899986,13.93700027,16.21340561,1.146888375,388,-0.502094269,,
v0.1-NLD.9.4_1-55131,17.23699951,13.38199997,15.35453987,1.13771224,268,-0.783460617,,
v0.1-NLD.9.4_1-62146,3.443000078,0.056000002,2.152208328,0.937992334,24,-0.225281715,,
v0.1-NLD.9.4_1-100136,17.90299988,13.84300041,16.02930641,1.261321187,401,-0.715393066,,
v0.1-NLD.9.4_1-14913,17.17499924,13.26500034,15.09507275,1.334915161,288,-0.990326881,,
v0.1-NLD.9.4_1-66233,15.87899971,9.409999847,14.30307579,1.334938407,26,11.87435532,,
v0.1-NLD.9.4_1-5461,18.0170002,13.85700035,16.0253334,1.272417665,399,-0.715866089,,
v0.1-NLD.9.4_1-124952,17.01000023,12.61999989,14.59112167,1.283521295,271,-0.698778152,,
v0.1-NLD.9.4_1-117521,14.50599957,10.35700035,12.23537827,1.171919107,291,-0.262221336,,
v0.1-NLD.9.4_1-157994,13.75,9.711999893,12.05860519,0.984046817,287,-0.244894981,,
v0.1-NLD.9.4_1-106635,3.552999973,2.989000082,3.057450056,0.123077802,20,0.318730116,,
v0.1-NLD.9.4_1-60968,15.53899956,10.21000004,12.83396149,1.247214556,321,0.269161224,,
v0.1-NLD.9.4_1-32147,3.628999949,3.476000071,3.549954891,0.028622098,22,1.322444916,,
v0.1-NLD.9.4_1-68926,3.586999893,2.678999901,2.785933256,0.223004609,30,0.204843283,,
v0.1-NLD.9.4_1-107260,13.70300007,9.706000328,12.00295448,1.061146617,286,-0.300945282,,
v0.1-NLD.9.4_1-77015,4.071000099,0.129999995,2.737023354,0.743785381,43,0.130003452,,
v0.1-NLD.9.4_1-104744,14.05099964,10.17700005,12.05813122,1.299209237,290,-0.501468658,,
v0.1-NLD.9.4_1-4184,13.77600002,9.663999557,11.94989681,1.18681848,292,-0.453503609,,
v0.1-NLD.9.4_1-4183,14.12300014,9.711999893,11.74482727,1.475139976,276,-0.560472488,,
v0.1-NLD.9.4_1-137663,17.79000092,13.33199978,15.76368332,1.313720226,379,-0.912216187,,
v0.1-NLD.9.4_1-89513,16.77899933,13.09599972,14.91243172,1.04280436,271,-0.548368454,,
v0.1-NLD.9.4_1-63601,14.95100021,2.619999886,11.8482914,2.420964956,103,9.188321114,,
v0.1-NLD.9.4_1-74353,14.09700012,9.720000267,11.75793743,1.453857899,274,-0.720362663,,
v0.1-NLD.9.4_1-132180,17.78000069,13.15699959,15.93907261,1.028081536,394,0.043172836,,
v0.1-NLD.9.4_1-34140,10.93999958,7.671000004,9.871041298,0.811971724,24,7.45839119,,
v0.1-NLD.9.4_1-136443,17.02199936,13.01099968,14.84793472,1.217008352,274,-0.585764885,,
v0.1-NLD.9.4_1-82429,8.375,2.130000114,3.682399988,2.217909098,25,1.374969959,,
v0.1-NLD.9.4_1-34777,14.08699989,9.736000061,11.78422642,1.432791829,274,-0.776373863,,
v0.1-NLD.9.4_1-75707,4.914999962,2.933000088,3.19016695,0.590740442,60,0.458916903,,
v0.1-NLD.9.4_1-69607,15.64400005,12.54399967,13.26054668,0.789828002,274,0.770946503,,
v0.1-NLD.9.4_1-150298,13.69799995,7.301000118,12.5310297,0.385058463,301,0.21832943,,
v0.1-NLD.9.4_1-78468,13.68400002,9.668000221,11.7590847,1.280122995,282,-0.43261528,,
v0.1-NLD.9.4_1-62839,12.7329998,2.494999886,7.201599598,2.958290815,45,4.713979721,,
v0.1-NLD.9.4_1-99463,2.999000072,2.786999941,2.844636202,0.059687492,55,0.287186146,,
v0.1-NLD.9.4_1-56502,3.180000067,0.291999996,1.173128843,1.083613038,62,-1.520881176,,
v0.1-NLD.9.4_1-150394,15.76200008,12.50500011,12.63888645,0.271508962,271,0.394886017,,
v0.1-NLD.9.4_1-143654,13.70800018,10.39500046,12.57750225,0.292090714,275,0.278701782,,
v0.1-NLD.9.4_1-18246,7.114999771,2.454999924,4.42285347,1.336192608,41,1.965153456,,
v0.1-NLD.9.4_1-45842,13.67399979,1.868999958,9.799499512,2.708334208,32,7.520569801,,
v0.1-NLD.9.4_1-97514,15.03499985,9.661999702,12.61845875,1.832671404,24,10.22029877,,
v0.1-NLD.9.4_1-149583,16.61300087,12.59399986,14.61579514,1.168948531,263,-0.517004967,,
v0.1-NLD.9.4_1-71095,14.08899975,4.210999966,10.16274357,4.23733902,31,-3.1506567,,
v0.1-NLD.9.4_1-140993,18.00799942,13.44200039,15.56859398,1.267076135,402,-0.682106018,,
v0.1-NLD.9.4_1-168693,9.684000015,2.476000071,6.121927261,2.639422178,69,3.333707333,,
v0.1-NLD.9.4_1-49881,16.6079998,3.132999897,13.25292683,3.655016899,322,-2.147973061,,
v0.1-NLD.9.4_1-100135,8.625,2.621000051,4.947999954,1.978812695,22,2.341830015,,
v0.1-NLD.9.4_1-101455,17.37999916,13.43200016,15.58447266,1.331288457,398,-0.738327026,,
v0.1-NLD.9.4_1-92849,17.63800049,12.74300003,14.93705177,1.068437576,269,-0.226947784,,
v0.1-NLD.9.4_1-117634,9.645999908,2.552999973,3.692372561,2.168262482,102,1.036672592,,
v0.1-NLD.9.4_1-111815,17.5510006,12.87199974,15.76993275,1.131366372,287,0.078932762,,
v0.1-NLD.9.4_1-53850,17.26199913,13.61499977,15.28399849,1.367050767,385,-0.953201294,,
v0.1-NLD.9.4_1-39022,14.13599968,9.741999626,11.88741875,1.422362924,277,-0.499581337,,
v0.1-NLD.9.4_1-118279,2.632999897,2.549999952,2.589516401,0.019135978,31,0.008936405,,
v0.1-NLD.9.4_1-122942,17.07999992,12.85200024,15.50294113,1.001367688,288,0.144441605,,
v0.1-NLD.9.4_1-134150,3.482000113,2.592000008,2.682448387,0.206534728,29,0.134358406,,
v0.1-NLD.9.4_1-63600,13.90100002,10.45400047,12.79902649,0.279965878,303,0.353826523,,
v0.1-NLD.9.4_1-24256,17.16699982,13.59799957,15.31889057,1.430462599,388,-0.72770977,,
v0.1-NLD.9.4_1-88266,16.76199913,12.80099964,15.2019577,0.797693968,287,-0.191642761,,
v0.1-NLD.9.4_1-129664,15.57999992,12.06299973,12.90770149,0.497490257,275,0.731701851,,
v0.1-NLD.9.4_1-166828,15.35000038,12.60499954,13.1837225,0.816854596,274,0.940422058,,
v0.1-NLD.9.4_1-124307,14.44099998,2.821000099,7.882644176,4.399799347,59,5.440574169,,
v0.1-NLD.9.4_1-160988,16.88999939,2.842000008,11.87195396,5.103172779,64,9.375353813,,
v0.1-NLD.9.4_1-5371,14.13500023,11.6789999,13.08388042,0.577986419,276,0.995880127,,
v0.1-NLD.9.4_1-18281,15.32600021,12.43099976,12.6028471,0.371495008,274,0.371847153,,
v0.1-NLD.9.4_1-88167,2.877000093,2.798000097,2.836416721,0.017415797,60,0.400756836,,
v0.1-NLD.9.4_1-17625,2.963000059,2.84800005,2.877634764,0.0181653,63,0.376854658,,
v0.1-NLD.9.4_1-18143,14.05200005,12.52999973,12.65090942,0.225834742,275,0.471409798,,
v0.1-NLD.9.4_1-166684,14.5,12.43900013,12.5741291,0.195243448,272,0.347128868,,
v0.1-NLD.9.4_1-111814,14.12300014,12.41300011,12.86377811,0.433187485,293,0.44207859,,
v0.1-NLD.9.4_1-34141,13.75399971,9.777000427,12.14820671,1.064759374,271,-0.077692986,,
v0.1-NLD.9.4_1-71234,2.898000002,2.854000092,2.881154299,0.009209889,26,0.529714346,,
v0.1-NLD.9.4_1-6732,3.996000051,2.845999956,2.916962862,0.211923927,27,0.559462786,,
v0.1-NLD.9.4_1-2770,13.57800007,9.715000153,12.07396412,1.06323421,274,-0.104935646,,
v0.1-NLD.9.4_1-79290,5.554999828,2.704999924,3.623362064,0.99033457,58,1.191492081,,
v0.1-NLD.9.4_1-58352,13.90299988,12.38399982,12.52853394,0.20847775,292,0.344834328,,
v0.1-NLD.9.4_1-152496,13.83500004,9.887000084,12.25213432,0.950335741,267,0.032834053,,
v0.1-NLD.9.4_1-55039,13.67300034,9.661999702,11.78325844,1.274376512,279,-0.366441727,,
v0.1-NLD.9.4_1-96926,2.967999935,2.776000023,2.829272747,0.050080109,55,0.240452766,,
v0.1-NLD.9.4_1-143779,16.81699944,12.86800003,15.23375416,1.120527029,269,0.120754242,,
v0.1-NLD.9.4_1-89625,16.65399933,12.65600014,15.05101776,0.987495959,301,-0.00808239,,
v0.1-NLD.9.4_1-14808,16.75099945,12.12800026,14.83883095,1.191682935,297,-0.222969055,,
v0.1-NLD.9.4_1-94276,7.489999771,2.709000111,5.824500561,1.69166851,28,3.396250486,,
v0.1-NLD.9.4_1-1451,16.62800026,11.89000034,15.13611889,0.918495774,268,-0.029380798,,
v0.1-NLD.9.4_1-91408,7.532999992,2.719000101,6.159678936,1.033369184,28,3.762588978,,
v0.1-NLD.9.4_1-42439,8.375,2.717000008,4.450241566,2.150883675,29,2.001571655,,
v0.1-NLD.9.4_1-120313,16.72200012,12.20300007,14.99820995,1.073911309,267,-0.121689796,,
v0.1-NLD.9.4_1-68792,8.706999779,5.455999851,6.680690289,0.923582375,29,4.245950222,,
v0.1-NLD.9.4_1-10823,16.72699928,12.55200005,14.92689133,1.137199044,299,-0.233108521,,
v0.1-NLD.9.4_1-131618,13.93599987,9.553999901,11.2559185,1.444907188,247,-0.446781158,,
v0.1-NLD.9.4_1-119661,16.94400024,12.5369997,14.18076897,1.481022358,242,-0.526031494,,
v0.1-NLD.9.4_1-16815,13.98700047,9.55700016,11.27963257,1.462179303,242,-0.433767319,,
v0.1-NLD.9.4_1-31492,16.94000053,12.56099987,14.22705936,1.469302416,239,-0.473040581,,
v0.1-NLD.9.4_1-71243,13.97700024,9.548000336,11.2916584,1.445692301,249,-0.419941902,,
v0.1-NLD.9.4_1-135813,16.95999908,12.53999996,14.18947124,1.466019869,242,-0.414029121,,
v0.1-NLD.9.4_1-151620,13.95800018,9.543999672,11.24487305,1.477255821,244,-0.418927193,,
v0.1-NLD.9.4_1-34235,16.93400002,12.55500031,14.29260159,1.461926341,209,-0.329398155,,
v0.1-NLD.9.4_1-74480,13.93599987,9.548000336,11.28994274,1.437646985,243,-0.373857498,,
v0.1-NLD.9.4_1-13481,16.91200066,12.5539999,14.08180428,1.4373101,277,-0.556796074,,
v0.1-NLD.9.4_1-128839,4.375,2.789999962,2.874655485,0.206215605,61,0.366005421,,
v0.1-NLD.9.4_1-8020,7.710999966,2.823999882,3.64395237,1.559465647,63,1.159502268,,
v0.1-NLD.9.4_1-88952,14.3409996,12.50500011,12.84676933,0.2962147,273,0.596869469,,
v0.1-NLD.9.4_1-8131,13.76500034,9.687999725,12.05138302,1.182842374,266,-0.171517372,,
v0.1-NLD.9.4_1-106660,9.635000229,2.924999952,4.793033123,2.458810568,60,2.008593082,,
v0.1-NLD.9.4_1-128964,8.515000343,2.816999912,4.275016785,1.873491287,60,1.727746725,,
v0.1-NLD.9.4_1-18837,13.6960001,9.762000084,12.17427254,1.048808813,275,0.03947258,,
v0.1-NLD.9.4_1-15483,13.76500034,9.675000191,12.01060963,1.213873625,268,-0.18269062,,
v0.1-NLD.9.4_1-62956,18.22400093,3.161000013,12.48123837,3.431594849,59,9.691008568,,
v0.1-NLD.9.4_1-16161,13.73099995,2.812999964,6.720541,3.374812841,61,4.189540863,,
v0.1-NLD.9.4_1-10260,16.74099922,10.98200035,14.8469162,1.180348396,303,-0.200583458,,
v0.1-NLD.9.4_1-158022,6.539999962,2.756999969,4.235857487,1.314036489,28,1.746687412,,
v0.1-NLD.9.4_1-59817,18.27199936,9.602999687,15.03013611,1.198038816,266,-0.170864105,,
v0.1-NLD.9.4_1-151826,7.190999985,2.78399992,3.406758785,1.294317722,29,0.949378729,,
v0.1-NLD.9.4_1-35948,6.244999886,2.77699995,3.226142645,1.018669248,28,0.731062651,,
v0.1-NLD.9.4_1-49771,17.02599907,12.46399975,15.08753395,0.994095564,268,0.031333923,,
v0.1-NLD.9.4_1-108480,12.66600037,2.874000072,8.863778114,2.626482487,27,6.41686821,,
v0.1-NLD.9.4_1-146435,18.27499962,12.80000019,15.97691441,1.091390729,340,0.847214699,,
v0.1-NLD.9.4_1-112542,17.01399994,12.91100025,15.11434746,0.921935976,304,0.052847862,,
v0.1-NLD.9.4_1-124308,17.10899925,11.17399979,15.09766102,1.051014662,265,-0.01613903,,
v0.1-NLD.9.4_1-154511,13.76900005,9.758000374,12.14753532,1.078106642,274,0.062635422,,
v0.1-NLD.9.4_1-143117,13.70300007,9.68599987,12.04428482,1.197668195,270,-0.213015556,,
v0.1-NLD.9.4_1-83860,16.71299934,2.969000101,10.03783131,5.112927914,59,7.23951149,,
v0.1-NLD.9.4_1-160579,13.96899986,2.746999979,6.487032413,4.125696182,62,3.963552475,,
v0.1-NLD.9.4_1-125521,13.85099983,9.840999603,12.24356174,0.933369994,276,0.145562172,,
v0.1-NLD.9.4_1-162172,13.75199986,9.595999718,12.05013084,1.202615857,274,-0.229868889,,
v0.1-NLD.9.4_1-92080,10.06400013,2.947999954,4.968457699,2.583710909,59,2.164797783,,
v0.1-NLD.9.4_1-13506,2.947999954,2.779000044,2.829064608,0.038653493,62,0.280824661,,
v0.1-NLD.9.4_1-100166,13.80900002,9.855999947,12.33446407,0.831347406,276,0.255563736,,
v0.1-NLD.9.4_1-83861,13.80000019,9.717000008,12.15309334,0.983334422,269,-0.11540699,,
v0.1-NLD.9.4_1-24977,13.97099972,9.562000275,11.27035809,1.472885251,242,-0.421141624,,
v0.1-NLD.9.4_1-142272,16.95899963,12.56499958,14.23951912,1.454853058,241,-0.400780678,,
v0.1-NLD.9.4_1-155998,13.92099953,9.550999641,11.25857162,1.440832257,245,-0.441828728,,
v0.1-NLD.9.4_1-71885,16.9640007,12.57600021,14.23042011,1.48255825,242,-0.387680054,,
v0.1-NLD.9.4_1-21626,13.98400021,9.585000038,11.3406868,1.462115765,230,-0.315012932,,
v0.1-NLD.9.4_1-105451,16.96500015,12.57499981,14.39832687,1.494555712,211,-0.228373528,,
v0.1-NLD.9.4_1-42976,13.97299957,9.600000381,11.32766438,1.416734338,230,-0.348035812,,
v0.1-NLD.9.4_1-143637,16.97900009,12.57800007,14.22049713,1.48547864,278,-0.435003281,,
v0.1-NLD.9.4_1-85224,14.02000046,9.607000351,11.29866982,1.475418806,242,-0.456029892,,
v0.1-NLD.9.4_1-156497,16.96800041,12.56900024,14.21236134,1.479448438,246,-0.457538605,,
v0.1-NLD.9.4_1-60359,13.69200039,6.230999947,10.88890362,2.175344229,31,8.472473145,,
v0.1-NLD.9.4_1-131512,14.43099976,10.33500004,13.36943054,1.097512007,28,10.92340088,,
v0.1-NLD.9.4_1-69500,16.59799957,11.75899982,15.09641743,1.021453857,266,-0.095682144,,
v0.1-NLD.9.4_1-144414,14.5369997,10.27200031,12.97934341,0.996599436,29,10.53792381,,
v0.1-NLD.9.4_1-80479,16.88199997,10.56499958,14.96029949,1.139495969,300,-0.129900932,,
v0.1-NLD.9.4_1-111167,16.61199951,12.14900017,15.0088625,1.025760293,304,-0.167737961,,
v0.1-NLD.9.4_1-108605,2.802999973,2.730999947,2.755999804,0.018187923,30,0.357539892,,
v0.1-NLD.9.4_1-141779,16.64299965,12.87899971,15.10971642,0.884305954,268,0.012516022,,
v0.1-NLD.9.4_1-6857,2.779000044,2.72300005,2.741034508,0.015753461,29,0.321234465,,
v0.1-NLD.9.4_1-22942,3.464999914,2.760999918,3.231000423,0.300627679,28,0.176710367,,
v0.1-NLD.9.4_1-157895,10.11600018,0.488000005,3.652450085,3.318611622,60,0.834330082,,
v0.1-NLD.9.4_1-33499,3.005000114,2.822000027,2.882866383,0.03318809,60,0.343346357,,
v0.1-NLD.9.4_1-48428,13.62199974,9.786000252,12.3135767,0.781531453,276,0.286976814,,
v0.1-NLD.9.4_1-101996,13.77499962,9.805999756,12.16842651,1.039699912,272,-0.125573158,,
v0.1-NLD.9.4_1-147613,3.187999964,2.917999983,2.984328032,0.044372387,61,0.193678141,,
v0.1-NLD.9.4_1-34234,3.34100008,2.713999987,2.771749973,0.08413256,60,0.239969969,,
v0.1-NLD.9.4_1-93580,13.73600006,9.762999535,12.14530182,1.07300806,275,-0.012698174,,
v0.1-NLD.9.4_1-116380,13.77299976,9.833999634,12.18000603,1.057473183,271,-0.156993866,,
v0.1-NLD.9.4_1-22288,4.375,2.940999985,3.06583333,0.192890912,60,0.27755332,,
v0.1-NLD.9.4_1-64894,3.832999945,2.703999996,2.767083406,0.147629067,60,0.2356534,,
v0.1-NLD.9.4_1-62931,16.9090004,15.72900009,15.83668518,0.263740242,35,0.411584854,,
v0.1-NLD.9.4_1-163499,13.66100025,12.73400021,12.7966814,0.126780078,188,0.313881874,,
v0.1-NLD.9.4_1-116968,16.74799919,15.73900032,15.79674816,0.106446363,242,0.384448051,,
v0.1-NLD.9.4_1-120287,13.60499954,12.74300003,12.80428791,0.116473258,250,0.355487823,,
v0.1-NLD.9.4_1-116969,16.90099907,15.74499989,15.81130695,0.158400789,248,0.369306564,,
v0.1-NLD.9.4_1-48527,13.61900043,12.73900032,12.79990387,0.10661003,250,0.431703568,,
v0.1-NLD.9.4_1-98126,16.61599922,15.74199963,15.79262829,0.101044163,250,0.328028679,,
v0.1-NLD.9.4_1-1550,13.76599979,12.73700047,12.78877735,0.1008351,242,0.428077698,,
v0.1-NLD.9.4_1-57009,16.64900017,15.72999954,15.79099941,0.092060111,243,0.365199089,,
v0.1-NLD.9.4_1-77017,16.52700043,15.64999962,15.76706791,0.19578664,132,0.434468269,,
v0.1-NLD.9.4_1-72483,13.89099979,12.61600018,12.7538271,0.245473757,318,0.494526863,,
v0.1-NLD.9.4_1-62803,16.63100052,15.65200043,15.75753212,0.192729309,565,0.397932053,,
v0.1-NLD.9.4_1-76291,13.9659996,12.61900043,12.7348156,0.215150714,509,0.510315895,,
v0.1-NLD.9.4_1-48526,16.88199997,15.63300037,15.77291203,0.213166773,561,0.382111549,,
v0.1-NLD.9.4_1-143748,13.95800018,12.63500023,12.74476337,0.21050705,502,0.506563187,,
v0.1-NLD.9.4_1-20285,16.63800049,15.64700031,15.75901794,0.184571862,559,0.405617714,,
v0.1-NLD.9.4_1-79892,15.47599983,12.60099983,12.98144531,0.698465228,505,0.738144875,,
v0.1-NLD.9.4_1-47737,13.57199955,12.69299984,12.83205318,0.259838462,75,0.552753448,,
v0.1-NLD.9.4_1-41029,13.61499977,9.505999565,12.68224621,0.401195586,507,0.32204628,,
v0.1-NLD.9.4_1-159990,13.68599987,12.65400028,12.77391911,0.177358449,509,0.473118782,,
v0.1-NLD.9.4_1-51176,13.53199959,12.60299969,12.73186302,0.196916968,540,0.452962875,,
v0.1-NLD.9.4_1-126916,13.56900024,12.58199978,12.71523952,0.176171899,552,0.486739159,,
v0.1-NLD.9.4_1-166130,12.65400028,3.289000034,5.447136402,3.407233477,44,1.574836493,,
v0.1-NLD.9.4_1-43085,12.62100029,3.164000034,5.843139648,3.736951113,43,2.015299559,,
v0.1-NLD.9.4_1-20797,13.02700043,3.576999903,8.61732769,4.472201824,58,-3.773072243,,
v0.1-NLD.9.4_1-41007,13.00500011,3.562000036,8.456383705,4.466806889,60,-3.869815826,,
v0.1-NLD.9.4_1-68791,13.8380003,12.73799992,12.79043102,0.118506454,244,0.443731308,,
v0.1-NLD.9.4_1-32924,16.93600082,15.73099995,15.80664825,0.154442683,244,0.354748726,,
v0.1-NLD.9.4_1-85202,13.8380003,12.73600006,12.77940464,0.109844804,250,0.447804451,,
v0.1-NLD.9.4_1-69914,16.94199944,15.74199963,15.79921436,0.111225031,247,0.356314659,,
v0.1-NLD.9.4_1-15463,13.88000011,12.73099995,12.77161217,0.122203588,248,0.453612328,,
v0.1-NLD.9.4_1-108453,16.94599915,15.74499989,15.7956171,0.110797033,248,0.37681675,,
v0.1-NLD.9.4_1-168809,13.80599976,12.72599983,12.77200413,0.135496035,245,0.411603928,,
v0.1-NLD.9.4_1-103945,16.93400002,15.75500011,15.81481647,0.1477696,246,0.302016258,,
v0.1-NLD.9.4_1-7486,13.84300041,12.72900009,12.76909637,0.116585888,237,0.403796196,,
v0.1-NLD.9.4_1-4825,16.75200081,15.75500011,15.80909634,0.124841906,240,0.256596565,,
v0.1-NLD.9.4_1-52598,13.76299953,12.86200047,12.97198391,0.186486021,245,0.477383614,,
v0.1-NLD.9.4_1-65604,13.8409996,12.84599972,12.97546768,0.195182383,244,0.626167297,,
v0.1-NLD.9.4_1-112513,13.75500011,10.04100037,12.16343021,1.274318814,249,-0.350569725,,
v0.1-NLD.9.4_1-105937,13.76599979,10.00899982,12.24970341,1.238843322,245,-0.076196671,,
v0.1-NLD.9.4_1-147714,13.63199997,10.02900028,12.07562637,1.297530532,251,-0.439673424,,
v0.1-NLD.9.4_1-100673,13.50199986,10.02799988,12.18672371,1.233755946,246,-0.14377594,,
v0.1-NLD.9.4_1-67583,13.64500046,9.954999924,11.97873878,1.330006123,245,-0.491361618,,
v0.1-NLD.9.4_1-92048,13.66800022,9.956000328,12.08219814,1.29103601,252,-0.310901642,,
v0.1-NLD.9.4_1-155151,13.52200031,9.93500042,11.96156502,1.30705142,246,-0.470934868,,
v0.1-NLD.9.4_1-18234,13.64799976,9.906999588,12.05258369,1.276556492,250,-0.309716225,,
v0.1-NLD.9.4_1-20795,13.81099987,12.72999954,12.77157593,0.11928574,248,0.430975914,,
